,Headline,Human-generated text from news article,News article source,Machine-generated text for same headline,Source/Model for machine-generated text
61,Barack Obama Dials the Volume Down and the Urgency Up,"Barack Obama ignited his political career at the 2004 Democratic National Convention, where he linked his story, of growing up as a biracial “skinny kid with a funny name,” to America’s.On the third night of the 2020 D.N.C., as he sounded an alarm not just about his legacy but about the health of democracy, his platform could hardly have been bigger. Or smaller.He stood in the Museum of the American Revolution in Philadelphia — alone, like nearly every convention speaker in the pandemic. There were no cheers, no placards, no responses to his calls. There was just the same speaker, older, sadder, but trying to convince his audience that, if they acted urgently, his 2004 faith could still be borne out.It was a Barack Obama quieter and louder than we had heard before. The audacity of hope was tempered by the veracity of the stakes.",https://nytimes.com/2020/08/20/arts/television/dnc-barack-obama.html?searchResultPosition=63,"Barack Obama Dials the Volume Down and the Urgency Up

The Obama administration has been trying to get the U.S. Senate to pass a bill that would make it easier for companies to sue the Justice Department over its handling of the Benghazi attacks. The bill, which is expected to be signed into law by President Barack Obama in the coming weeks, would allow the Department of Justice to take action against companies that fail to comply with the law, such as Apple, Google, Facebook, Microsoft, and others, according to the Wall Street Journal. It would also allow companies like Apple and Google to file lawsuits in federal court against the government over the actions of their own employees, the Journal reported. Apple has already filed a class-action lawsuit against a federal judge in New York, alleging that the company violated the Foreign Corrupt Practices Act, a law that prohibits companies from engaging in bribery, kickbacks, or other forms of corruption. Google and Facebook have also filed lawsuits against federal judges in California, New Jersey, Illinois, Massachusetts, Michigan, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, Washington, D.C., and Wisconsin.",Huggingface
62,The Phantom-Limb Democratic Convention,"MILWAUKEE — About a dozen demonstrators clustered outside the Wisconsin Center, the vacant shell of the Democratic National Convention — the physical host of a virtual assembly.“Are those crickets?” a protester wondered during a lull in the megaphone chants.Yes, they were crickets, audible in the distance at around 7 p.m. Wednesday — actual crickets. Cicadas too, and sea gulls, far-off sirens and the general white noise of a city at dusk.This is what passes for spectacle in Milwaukee this week, in a pandemic-era pageant defined largely by what is not happening — at least here. Grim steel fences surround the arena, though it’s not clear what they’re protecting; supposedly a control room or studio of some kind inside.Brigades of masked bike cops occasionally ride by in formation, adding to the mood of a dystopian fortress, fully prepared but with little to do.",https://nytimes.com/2020/08/20/us/politics/democratic-convention-milwaukee.html?searchResultPosition=64,"The Phantom-Limb Democratic Convention in Cleveland, Ohio. (Photo: Evan Vucci, Getty Images)

WASHINGTON — The Democratic National Committee is expected to announce on Tuesday that it will no longer support Hillary Clinton's presidential bid, a move that could be seen as a major blow to the party's hopes of winning back the White House in November. The move comes after the DNC announced it would not support the former secretary of state's bid for the Democratic nomination for president in the 2016 election, which is set to take place on Nov. 8 in Philadelphia and New York City, according to people familiar with the matter. ""The DNC will continue to support Mrs. Clinton for President of the United States,"" DNC Chairwoman Debbie Wasserman Schultz said in a statement released by her campaign on Monday afternoon. Wasserman said the decision was made after consulting with party officials, who said they were ""deeply disappointed"" by what they saw as an ""unacceptable"" decision by DNC chairwoman Donna Brazile to not endorse Clinton. In an interview with The Associated Press on Sunday, DNC Chairman Tom Perez said he was ""disappointed"" and ""shocked"" to hear about the move. He added, ""I'm not going to comment on the specifics of this decision, but I will say that I am deeply disappointed and disappointed that this is happening."" The announcement comes just days before the first Democratic presidential debate in Las Vegas, where Clinton will face Vermont Sen. Bernie Sanders and former Maryland Gov. Martin O'Malley at the MGM Grand Garden Arena. On Monday night, Clinton was scheduled to speak at a rally in New Hampshire. But she canceled the event, saying it was too late to make up her mind about whether she would run again. A DNC spokesman said that the organization would ""continue to work with our campaign to ensure that we have the best chance to win the nomination and that there is a clear path forward for Hillary to become the next president."" ""We are committed to building a strong and vibrant Democratic Party for all Americans, and we look forward to working with Hillary and her team to build on this momentum,"" the spokesman added.
.@DNC Chair: We will not be supporting @HillaryClinton or @BernieSanders for VP. We are working to get her elected. pic.twitter.com/QJ4YjY6Y4U — NBC News Politics (@NBCPolitics) November 8, 2016


The decision to cancel the debate comes as the Clinton campaign continues to push for a contested convention that would be held in July, in which the candidate would face off against Republican nominee Donald Trump and Democratic front-runner Hillary Rodham Clinton, as well as former President Bill Clinton and U.S. Rep. Barney Frank, D-Mass., who is running against Trump. Trump has called Clinton a ""liar"" who should be disqualified from the presidency, while Clinton has accused her of being too cozy with Wall Street and the financial industry. She has also called for an investigation into her use of a private email server during her time as Secretary of State and has said she has no plans to run for re-election in 2016. Sanders, the Vermont independent, has been a vocal critic of Clinton over her handling of classified information, calling her ""extremely careless"" in handling it and calling for her to be impeached.",Huggingface
63,Democrats Have Their Doubts About Biden’s Bipartisan Bonhomie,"As Joseph R. Biden Jr. prepares to formally accept his party’s nomination for the presidency Thursday, the gap is widening between the optimism of a standard-bearer shaped by his career in a more collegial Congress and the skepticism of current Democratic lawmakers who see a Capitol that would be unrecognizable to the Senator Biden who served there a dozen years ago.Lawmakers who reach across the aisle these days are more likely to find their hands slapped. And they have a warning for their nominee as he basks at a Democratic convention brimming with nostalgia for an earlier, less polarized political era: A Biden victory, even if accompanied by Democratic majorities in the House and Senate, is more likely to be followed by partisan warfare than bipartisan bonhomie.Democrats are eager to see if Republicans will prove more willing to negotiate should they lose the White House and Senate, and many in the party are willing to initially defer to a Biden charm campaign.But a range of Democratic lawmakers say they may be willing to scrap the Senate’s filibuster rule and govern by partisan muscle if Republicans prove recalcitrant.",https://nytimes.com/2020/08/20/us/politics/biden-congress.html?searchResultPosition=65,"Democrats Have Their Doubts About Biden’s Bipartisan Bonhomie

Biden, who is running for president in 2016, has said he will not seek re-election to the Senate, but he has not ruled out a run for the White House. He has also said that he does not plan to seek a third term in the U.S. Senate.",Huggingface
64,The D.N.C. Offers Calamari Counterprogramming,"O beautiful, for spacious skies, for … amber plates of calamari?The presidential convention roll call, where delegates shout their states’ praises while enumerating their votes, is an institution, for better and worse. If you’re a political reporter or elections junkie, it’s a nostalgic callback to the days when nominations were decided on the floor in throaty, smoky fights. If you’re a typical viewer, it’s time to click over and catch a few episodes of “House Hunters.”This year’s roll call at the Democratic National Convention, like so many pandemic-required improvisations, was different: It stitched together video from iconic sites in 57 American states and territories. But unlike some other changes, it was neither weird nor unnerving. It was, dare I say it, better.The nomination of Joseph R. Biden turned into a tour of a geographically and culturally diverse country, an eye-catching video civics lesson, homespun and corny in the best way — a surprisingly moving virtual travelogue for a time when most of us can’t do much traveling.",https://nytimes.com/2020/08/19/arts/television/dnc-roll-call-vote.html?searchResultPosition=66,"The D.N.C. Offers Calamari Counterprogramming Services

The U.S. Department of Homeland Security (DHS) has announced that it is offering a $1,000 reward for information leading to the arrest, conviction, and conviction of the person or persons responsible for the attempted murder of an American citizen in the United States. The reward is based on information provided by law enforcement agencies and the Federal Bureau of Investigation (FBI) in connection with the investigation and prosecution of a crime that occurred on or after September 11, 2001. This information will be used to assist the FBI in its ongoing efforts to identify and prosecute the perpetrators of this heinous act of terrorism.


In addition, the reward will also include the opportunity to participate in a community service program, which will allow the public to learn more about the criminal justice system and its impact on the communities affected by the terrorist attacks of 9/11, as well as the efforts of local, state and federal authorities to combat the threat posed by these terrorist organizations. In addition to this reward, a reward of up to $5,500 is being offered to anyone who can provide information that will lead to an arrest or conviction in this case. A full list of details can be found at http://www.dhs.gov/investigations/index.cfm.",Huggingface
65,"In Biden, China Sees an ‘Old Friend’ and Possible Foe","President Trump has brought China’s relations with the United States to their lowest point in years. Joseph R. Biden Jr. could prove, from the Chinese vantage point, to be a tougher and more complex challenge.Mr. Biden, according to analysts in China, could do more damage than Mr. Trump by pursuing a more coherent strategy to counter China’s global agenda.Mr. Biden has vowed that if elected, he would take a harder line on climate change and China’s crackdowns on ethnic minorities and Hong Kong. To China’s leadership, he is the candidate more likely to restore strong ties with American allies and mobilize other nations to pressure China more effectively.“Biden would make the hard lines more effective and more efficient,” said Cheng Xiaohe, an associate professor of international relations at Renmin University in Beijing. “He might resort to more sophisticated and coordinated tactics against China.”",https://nytimes.com/2020/09/22/world/asia/biden-china-election-trump.html?searchResultPosition=8,"In Biden, China Sees an ‘Old Friend’ and Possible Foe‘

Biden has been a strong supporter of China's territorial claims in the South China Sea, but he has also been vocal in his criticism of the U.S.-China relationship. In an interview with CNN's Jake Tapper, Biden said that China is ""very concerned"" about the United States' relationship with the Philippines, and that ""we're going to have to do everything we can to make sure that we don't get into a situation where we're not able to get along with China."" He added, ""I think it's important for us to be very careful about what we say to China. I think that's a very important part of what's going on in China right now. We've got a lot of people who are very concerned about that. And I'm very worried about it. It's not a good thing for our relationship to go down the way it has. But I do think we need to keep our distance from China, because we know that they're trying to take advantage of us. They've been doing that for a long time. So, I just want to say that, as you know, we've had some very good relations with them over the last couple of years, so I would like to thank them for that.""",Huggingface
66,Hillary Clinton’s Bittersweet Return to the Democratic Convention,"Hillary Clinton, whose presidential candidacy in 2016 sent Joseph R. Biden Jr. to the sidelines, spent much of the 2020 primaries telling friends that her longtime ally and onetime rival was the only contender who could defeat President Trump, according to people close to both.But she also saw Kamala Harris as a possible successor of sorts, a next-generation leader with the toughness to build on Mrs. Clinton’s legacy.So Mrs. Clinton is, by all accounts, reassured by the Biden-Harris ticket. But her return to center stage at the convention on Wednesday night, four years after becoming the first woman to win the nomination of a major party, is bittersweet.Had things turned out differently, Mrs. Clinton would be preparing her second acceptance speech. Instead, she has spent the last several days putting the finishing touches on a speech aimed at making a case for Mr. Biden and Ms. Harris.",https://nytimes.com/2020/08/19/us/politics/hillary-clinton-democratic-convention.html?searchResultPosition=71,"Hillary Clinton’s Bittersweet Return to the Democratic Convention

The Democratic National Convention is set to take place in Cleveland, Ohio, on Saturday, July 19, 2016. The convention will be held at the Cleveland Convention Center, which is located in the heart of downtown Cleveland. In addition to being the largest convention in history, the convention is also one of the most important in American history. It is the first time that a major political party has held a national convention since the Civil War, and it marks the beginning of a new era for the American political process. This year's convention was held in New York City, where Hillary Clinton and Bernie Sanders are expected to make their first public appearances since their presidential campaign ended in November. Hillary and Sanders will also be joined by former Secretary of State Condoleezza Rice, former President Bill Clinton, Vice President Joe Biden, President George W. Bush, U.S. Sen. Barack Obama and former Maryland Gov. Martin O'Malley, as well as a host of other prominent political figures and celebrities from across the political spectrum. For more information, please visit http://www.democrats.org/events/2016/07/hillary-clinton-and-sanders-at-the-democratic-convention.html.",Huggingface
67,"Jill Biden, in D.N.C. Speech, Highlights Pandemic Concerns Among Teachers and Parents","WILMINGTON, Del. — Addressing a nation consumed by crises, Jill Biden used her prime-time speech during the second night of the Democratic convention to make the case that her husband understood the urgent challenges facing American families — and that he had the experience and character to meet the moment.Speaking from a classroom at Brandywine High School, where she once taught English in the 1990s, Dr. Biden described how the pandemic has disrupted education in the country, tearing at the fabric of families, communities and the economy nationwide.“This quiet is heavy. You can hear the anxiety that echoes down empty hallways,” Dr. Biden said. “There’s no scent of new notebooks or freshly waxed floors. The rooms are dark as the bright young faces that should fill them are now confined to boxes on a computer screen.”“I hear it from so many of you — the frustration of parents juggling work while they support their children’s learning,” she said. “The despair in the lines that stretch out before food banks, and the indescribable sorrow that follows every lonely last breath that follows when the ventilators turn off.”",https://nytimes.com/2020/08/18/us/politics/jill-biden-dnc-speech.html?searchResultPosition=72,"Jill Biden, in D.N.C. Speech, Highlights Pandemic Concerns Among Teachers and Parents

In a speech to the American Federation of Teachers (AFT), President Barack Obama called on teachers and parents to take action to protect their children's health and safety. ""It is time for us to stand up for our children,"" Obama said, ""and we must do so in a way that protects their health, their safety, and their well-being. We must protect our kids from the ravages of pandemics and other deadly diseases that threaten our nation's future and our way of life."" The president also called for the federal government to step up its efforts to combat the spread of the Ebola virus, which has killed more than 1,400 people in West Africa.
...
",Huggingface
68,Postal Service Suspends Changes After Outcry Over Delivery Slowdown,"WASHINGTON — Postmaster General Louis DeJoy, facing intense backlash over cost-cutting moves that Democrats, state attorneys general and civil rights groups warn could jeopardize mail-in voting, said on Tuesday that the Postal Service would suspend those operational changes until after the 2020 election.The measures, which included eliminating overtime for mail carriers, reducing post office hours and removing postal boxes, have been faulted for slowing mail delivery and criticized as an attempt to disenfranchise voters seeking to vote safely during the coronavirus pandemic.Mr. DeJoy, a major donor to President Trump who was tapped in May to run the Postal Service, said in a statement that “to avoid even the appearance of any impact on election mail” he was suspending changes “that have been raised as areas of concern as the nation prepares to hold an election in the midst of a devastating pandemic.”Mr. DeJoy said retail hours at the post office would not change, no mail processing facilities would be closed, and overtime would continue to be approved “as needed.”",https://nytimes.com/2020/08/18/us/politics/postal-service-suspends-changes.html?searchResultPosition=73,"Postal Service Suspends Changes After Outcry Over Delivery Slowdown

The Postal Service has suspended changes after outcries over delivery delays. The service has been working to resolve the issue and will continue to do so until the problem is resolved. We apologize for any inconvenience this may have caused you and we look forward to working with you in the future.",Huggingface
69,‘Climate Donors’ Flock to Biden to Counter Trump’s Fossil Fuel Money,"WASHINGTON — In 2009, the Obama administration’s environmental team called a group of climate activists to the White House to deliver a message: Climate change doesn’t sell and only provokes economic attacks from the right that are too difficult to counter.As former Vice President Joseph R. Biden Jr. prepares to assume the Democratic Party’s presidential nomination, the changing climate is now a core campaign issue — and a focus for fund-raising. Plans for tackling rising global temperatures will be in the spotlight Wednesday at the Democratic convention. And Mr. Biden has raised more than $15 million in candidate contributions from hundreds of new donors who specifically identify with climate change as a cause.That climate-specific fund-raising may make up just about 5 percent of the total he has raised so far. It’s dwarfed by fossil fuel donations to President Trump, who took in $10 million from a single fund-raiser in June, held by the oil billionaire Kelcy Warren, and whose super PAC, America First Action, has seen millions pour in from coal and oil moguls, according to the Center for Responsive Politics, which tracks campaign donations.It is not known how much unregulated money is going to super PACs aligned with Democrats from other self-identified climate donors.",https://nytimes.com/2020/08/18/climate/climate-change-biden.html?searchResultPosition=74,"‘Climate Donors’ Flock to Biden to Counter Trump’s Fossil Fuel Money‡

""I think it's important for the president to be able to say, 'Look, we're going to work with you to make sure that we don't have any more fossil fuel money coming into this country,' and I think that's what we need to do,"" he said. ""It's not just about fossil fuels. It's about climate change. We need a clean energy future for our children and our grandchildren.""",Huggingface
70,"As D.N.C. Unfolds, Trump Reprises Grimmest Language of 2016 Campaign","YUMA, Ariz. — President Trump on Tuesday accused former Vice President Joseph R. Biden Jr., his Democratic rival, of seeking to throw open United States borders to criminals and disease, using the backdrop of the border city here to stoke fears of immigrants as Democrats prepared for the second day of the party’s nominating convention.Speaking at an airport hangar, Mr. Trump boasted about his own efforts to sharply limit immigration during his time in office, claiming to have made the country safer by blocking asylum seekers, refugees and other immigrants seeking to live and work in the United States.The president reprised the darkest language of his 2016 campaign, warning that should Mr. Biden win the presidency, the Trump-era restrictions on foreigners would be abandoned in favor of policies that he said would allow “aliens with criminal records” to roam free across the country, threatening violence and stealing jobs from Americans.“We’re talking about abolishing ICE. We’re talking about abolishing prisons,” Mr. Trump said to an enthusiastic but small crowd, referring to Immigration and Customs Enforcement. “Biden’s campaign has turned into a cult for open border and other zealots.”",https://nytimes.com/2020/08/18/us/politics/trump-immigration-arizona.html?searchResultPosition=75,"As D.N.C. Unfolds, Trump Reprises Grimmest Language of 2016 Campaign

""I think we're going to see a lot more of that in the next couple of weeks,"" he said. ""I don't know if we'll see it, but I think it's a good sign.""",Huggingface
71,"For Bill Clinton, a Chance to Address a Party That Has Left Him Behind","Bill Clinton was a prime-time star when Democrats gathered in 2012 to nominate President Barack Obama for a second term, delivering a 48-minute speech that stretched way past his allotted time and all but stole the show from the incumbent. The crowd loved it.But as Democrats hold their virtual nominating convention this week, Mr. Clinton, the 42nd president of the United States, has been almost an afterthought. He spoke for less than five minutes on Tuesday, well before the 10 p.m. prime-time hour, in a blistering attack on President Trump that he prerecorded from his home in Chappaqua, N.Y.This is the first Democratic convention since the 1980s where Mr. Clinton is little more than a bystander. Other than legacy-burnishing, there is almost nothing explicitly at stake for him politically. He is not running for president, thinking of running for president or promoting a spouse or protégé running for president.",https://nytimes.com/2020/08/18/us/politics/bill-clinton-convention.html?searchResultPosition=77,"For Bill Clinton, a Chance to Address a Party That Has Left Him Behind

Bill Clinton is not the first president to speak out against the war in Iraq, but he is the only one who has done so publicly. In a speech to the American Legion in Washington, D.C., he said, ""It is time for the United States of America to stand up and say, 'Enough is enough. We have to do something about this war.' "" He went on to say that he was ""very proud"" to be a member of the National Guard, and that ""I am proud of my service to our country and to my country's military. I am very proud to have served in the Army, Navy, Air Force, Marine Corps, Marines, Coast Guard. And I'm proud that I have been a part of our military for so many years. But I also want to make sure that we don't forget about the people who fought for us, the men and women in uniform who have sacrificed so much for this country."" He added: ""We must not forget the sacrifices that have gone on in our communities and our nation's history. It is our duty as a nation to remember those who served and sacrificed for our freedom and the freedom of others. That is why I will continue to fight to ensure that our veterans and their families have the right to a dignified retirement.""",Huggingface
72,Trump Questions Biden’s Mental Abilities and Calls Harris Biden’s ‘Boss’,"OSHKOSH, Wis. — President Trump questioned former Vice President Joseph R. Biden Jr.’s mental capabilities and mocked Senator Kamala Harris of California as an extreme liberal in three campaign rally-like appearances on Monday as Democrats began their four-day national political convention nominally in Milwaukee but largely online.Standing in front of Air Force One in Wisconsin, a state that delivered 10 critical electoral votes for the president’s 2016 victory over Hillary Clinton, Mr. Trump warned that the 2020 election was a “fight for the survival of our nation and civilization itself” and condemned Mr. Biden as a puppet of the “radical left” in the Democratic Party.“You want to crush our economy,” Mr. Trump asked the crowd at the Oshkosh airport, “under the crazy socialist policies of Sleepy Joe Biden and his boss, Kamala Harris — Kamala — and his other boss, Nancy Pelosi — she’s a beauty — and his ruler, Bernie Sanders, Crazy Bernie, or do you want to quickly rebuild the strongest economy in the history of the world?”Mr. Trump’s re-election campaign has struggled to get traction amid the coronavirus pandemic that has devastated the nation’s economy and forced cancellations and shutdowns across vast swaths of American life. The president’s early dismissals of the threat from the virus, and his administration’s chaotic response, have helped drive some of his poll numbers down to double-digit deficits against Mr. Biden.",https://nytimes.com/2020/08/17/us/politics/trump-campaign-biden-harris.html?searchResultPosition=78,"Trump Questions Biden’s Mental Abilities and Calls Harris Biden’s ‘Boss’'s Mental Illness

Biden's mental health has been a topic of heated debate in recent weeks. In an interview with CNN's Jake Tapper, the vice president said that he had been diagnosed with bipolar disorder in the early 1990s, but had not been able to talk about it since then. He also said he has a history of substance abuse, which has led him to question his ability to deal with his own mental illness.",Huggingface
73,Election and Supreme Court Fight Will Decide Trump’s Environmental Legacy,"WASHINGTON — President Trump has initiated the most aggressive environmental deregulation agenda in modern history, but as his first term drives to a close, many of his policies are being cut down by the courts — even by Republican-appointed jurists who the administration had hoped would be friendly.Those losses have actually heightened the stakes in the election and the fight over a replacement on the Supreme Court for Justice Ruth Bader Ginsburg: A second term, coupled with a 6-3 conservative majority on the high court, could save some of his biggest environmental rollbacks.Since January courts have dealt a series of blows to the Trump administration’s plans to ramp up fossil fuel development and undo decades of environmental protections. On Thursday, a federal appeals court temporarily blocked implementation of a major rollback of methane emissions standards for the oil and gas industry while it considers permanent action. That followed decisions by judges that have thrown the future of the Dakota Access Pipeline into doubt, struck down the relaxation of protections for migratory birds and vacated the rollback of an Obama-era rule to reduce waste from natural gas flaring on federal lands.Five recent unfavorable rulings came from Republican-appointed judges, including a 6-3 clean water decision in April by the Supreme Court with Justice Ginsburg in the majority. A panel of three judges appointed by President Trump unanimously overturned a policy that would have suspended hefty new penalties for automakers who failed to meet fuel efficiency standards.",https://nytimes.com/2020/09/23/climate/trump-environment-courts.html?searchResultPosition=9,"Election and Supreme Court Fight Will Decide Trump’s Environmental Legacy

Trump's Environmental Protection Agency (EPA) nominee, Scott Pruitt, has been a vocal critic of the Obama administration's Clean Power Plan, which aims to reduce greenhouse gas emissions from power plants. Pruitt has also been vocal about his opposition to the Keystone XL pipeline, a project that would transport crude oil from Alberta's tar sands to refineries in the U.S. and Canada. The pipeline would carry crude from Canada's oilsands into the Gulf of Mexico, where it would be transported by tanker. In March, Trump signed an executive order directing the EPA to review Pruitt's nomination, and he has said he will sign the order if it is approved by the Senate and the House of Representatives.",Huggingface
74,"John Kasich, a ‘Deeply Worried’ Republican, Steps Up for Biden","Former Gov. John R. Kasich of Ohio, the last candidate standing against Donald J. Trump for the Republican nomination four years ago, crossed the partisan divide on Monday night to speak at the Democratic National Convention and call on fellow Republicans to abandon the president in November.In a move that would have once been unthinkable for a committed Republican who toiled for decades in the Ohio statehouse and Congress for conservative causes, Mr. Kasich declared that the country could not afford four more years of Mr. Trump in the White House because he was pitting Americans against each other.“I’m a lifelong Republican, but that attachment holds second place to my responsibility to my country,” Mr. Kasich said in his speech, which was recorded at a literal country crossroads in Westerville, Ohio, to signify the choice he sees facing the nation. “That’s why I’ve chosen to appear at this convention. In normal times, something like this would probably never happen. But these are not normal times.”Mr. Kasich offered a warm testimonial to former Vice President Joseph R. Biden Jr., who is set to be ratified as the Democratic nominee this week, calling him “a good man, a man of faith, a unifier.” And he sought to rebut Mr. Trump’s argument that Mr. Biden was a weak-willed captive to the “radical left” of his party.",https://nytimes.com/2020/08/17/us/politics/john-kasich-biden.html?searchResultPosition=81,"John Kasich, a ‘Deeply Worried’ Republican, Steps Up for Biden

Kasich, who is running for president in 2016, said in a statement that he was ""deeply saddened"" by the news of Biden's death. ""I am deeply saddened to hear of the passing of my friend and colleague,"" he said, adding that Biden ""has been an inspiration to me and to my family and I look forward to working with him in the years to come.""",Huggingface
75,How Kamala Harris’s Family in India Helped Shape Her Values,"CHENNAI, India — One of Senator Kamala Harris’s brightest childhood memories was walking down the beach hand in hand with her Indian grandfather.Her grandfather, P.V. Gopalan, had served for decades in the Indian government, and his ritual, nearly every morning, was to meet up with his retired buddies and talk politics as they strolled along the beach in Besant Nagar, a seaside neighborhood in Chennai where brightly painted fishing boats line the sand and Hindu temples stare out at the sea. During her visits from the United States, Ms. Harris tagged along while the men discussed equal rights, corruption and the direction India was headed.“I remember the stories that they would tell and the passion with which they spoke about the importance of democracy,” Ms. Harris said in a 2018 speech to an Indian-American group. “As I reflect on those moments in my life that have had the most impact on who I am today — I wasn’t conscious of it at the time — but it was those walks on the beach with my grandfather in Besant Nagar that had a profound impact on who I am today.”",https://nytimes.com/2020/08/16/world/asia/kamala-harris-india.html?searchResultPosition=82,"How Kamala Harris’s Family in India Helped Shape Her Values

In an interview with CNN's Fareed Zakaria, Harris said, ""I think it's important to remember that I was raised in a very conservative family. I grew up in an evangelical family, and I think that's why I'm so passionate about this issue. And I don't think there's anything wrong with that. It's just that there are a lot of people out there who are not as conservative as I am. So, you know, if you look at what's going on in the world right now, it doesn't make any sense to me to say, 'Oh, we're going to have to do something about it.' It makes no sense at all.""",Huggingface
76,Kamala Harris Changes the Race While Trump Tells on Himself,"Joseph R. Biden Jr. has raised more than $50 million since he named Senator Kamala Harris as his running mate, a massive outpouring of donations that could help his campaign expand the electoral map and hinted at broad enthusiasm for the ticket.A new poll from Marquette Law School finds the state of play in Wisconsin virtually unchanged since June. Biden leads Trump among registered voters 49 percent to 44 percent. In a Marquette poll in June, Biden led Trump 50 to 44 percent in a state that the president narrowly carried in 2016.The Biden campaign spent $14.6 million on television ads this week. The Trump campaign spent $7 million.On Facebook, the Trump campaign spent $1.2 million, and the Biden campaign spent $6.7 million.After a primary campaign that consumed all of 2019 and the first three months of 2020, followed by an extended vice-presidential search, the Democratic ticket was finally settled this week, in what was always widely considered to be a likely pairing: a Biden-Harris ticket.But the history-making announcement of Senator Kamala Harris as Joseph R. Biden Jr.’s running mate still felt electrifying to Democrats, who donated $50 million to the Biden campaign in the two days after the pick (to put that in perspective, Mr. Biden raised just over $60 million in all of 2019).The Trump administration tried to celebrate, too. “She was my number one draft pick,” Mr. Trump told reporters, even though campaign officials had said a week earlier that their preferred running mate for Mr. Biden was Susan E. Rice, the former national security adviser.Vice President Mike Pence appeared on Fox News to tell the host Sean Hannity, “‘I like the matchup.” He added, “It’s on.”",https://nytimes.com/2020/08/15/us/politics/trump-biden-kamala.html?searchResultPosition=83,"Kamala Harris Changes the Race While Trump Tells on Himself: 'I Don't Know What I'm Going To Do About It' (VIDEO)

""I don't know what I am going to do about it,"" he said. ""I'm not going anywhere.""",Huggingface
77,What Will a Virtual Convention Look Like?,"When Tom Perez became chairman of the Democratic National Committee in 2017, his slogan was “stop fretting, start fighting.”In recent months, at least, the fretting has never stopped.Since March, Mr. Perez has been tasked with reinventing the party’s national convention for the coronavirus era. Not only did the effort require creating technological solutions for decades-old processes — like drafting the party’s platform — but also soothing the frayed nerves of hundreds of delegates, dozens of V.I.P.s and the entire city of Milwaukee, which had already poured millions into the event.I talked to Mr. Perez about what we can expect to see when the convention begins next week. Next week, we’ll hear from Ronna McDaniel, the chairwoman of the Republican National Committee, about what her party has planned. (As usual, this interview has been condensed and edited.)There has never been an online convention. What should we expect next week? Glitchy Zoom calls? Surprise celebrity guests? Can you do balloons, virtually?",https://nytimes.com/2020/08/13/us/politics/dnc-virtual-convention-tom-perez.html?searchResultPosition=84,"What Will a Virtual Convention Look Like?

If you're looking for a virtual convention, there are a few things you need to know. First of all, you don't have to be a big fan of virtual conventions. There are plenty of great conventions out there, but there's a lot of room for improvement. If you want to learn more about how to get started, check out our guide to Virtual Conventions. Second, it's important to note that there is no guarantee that you'll be able to attend one of these events. It's up to you to make sure you get the best experience possible. Third, if you have any questions, feel free to ask them in the comments section below. I'll try to answer them as quickly as I can.",Huggingface
78,Kamala Harris Crystallizes Trump’s View of Women: They’re ‘Nasty’ or Housewives,"WASHINGTON — In the hours since Senator Kamala Harris joined the Democratic presidential ticket, President Trump has responded by sorting women into two categories: the good “suburban housewife” he believes will vote for him, and nasty women who have not shown him or his political allies a sufficient amount of respect.After Joseph R. Biden Jr., the presumptive Democratic nominee, announced on Tuesday that Ms. Harris would be his running mate, Mr. Trump wasted no time sorting her into the “nasty” camp, a category occupied by the last woman to run against him on a Democratic ticket.“She was extraordinarily nasty to Brett Kavanaugh — Judge Kavanaugh then, now Justice Kavanaugh,” Mr. Trump said of Ms. Harris, using “nasty” or some version of the word no fewer than four times as he referred to Senate confirmation hearings held in 2018. At the time, Mr. Kavanaugh, angrily seeking to rebut emotional testimony from Christine Blasey Ford, a professor who accused him of sexually assaulting her at a party in 1982, found himself on the receiving end of questions from Ms. Harris, a former prosecutor.",https://nytimes.com/2020/08/12/us/politics/trump-women-kamala-harris.html?searchResultPosition=85,"Kamala Harris Crystallizes Trump’s View of Women: They’re ‘Nasty’ or Housewives?

""I don't think so,"" she said. ""I think it's just a matter of time before we get to the point where we're going to be able to say, 'Oh, you know what? This is what we want to do.' """,Huggingface
